path,country,kind,departure_state,has_departures_section,has_waitlist_section,book_cta_is_anchor,booking_links,has_price,price_min,word_count,has_product_schema,title_len,meta_desc_len
/flodkrydstogter/flodkrydstogt-paa-donaufloden,flodkrydstogter,trip,D empty (Afgange ikke tilgængelige),1,1,1,0,0,,3081,1,46,159
/frankrig/flodkrydstogt-paa-rhinen-og-tur-med-gletsjerekspressen,frankrig,trip,A bookable online,1,1,1,2,1,14995,3885,1,63,136
/portugal/lissabon-a-la-carte,portugal,trip,A bookable online,1,1,1,1,1,8995,2281,1,64,174
/kina/vandreferie-paa-den-kinesiske-mur,kina,trip,A bookable online,1,1,1,2,1,17495,4300,1,55,161
/portugal/portugals-groenne-oerige-azorerne-og-madeira,portugal,trip,A bookable online,1,1,1,2,1,14995,4682,1,63,193
/kina/kina-pagoder-pandaer-og-paladser,kina,trip,A bookable online,1,1,1,1,1,29995,5001,1,58,163
/kina/kina-og-tibet-ekspressen,kina,trip,A bookable online,1,1,1,1,1,29995,4478,1,61,171
/spanien/fra-bilbao-til-bordeaux-en-kulturel-rejse-gennem-baskerland-og-sydfrankrig,spanien,trip,A bookable online,1,1,1,1,1,15995,3347,1,53,142
/marokko/farverige-marokko-fra-tanger-til-marrakech,marokko,trip,D empty (Afgange ikke tilgængelige),1,1,1,0,0,,3530,1,53,164
/skotland/haverejse-til-skotland,skotland,trip,A bookable online,1,1,1,2,1,16495,4283,1,57,141
/sydafrika/sydafrika-et-eventyr-i-tre-akter,sydafrika,trip,D empty (Afgange ikke tilgængelige),1,1,1,0,0,,4545,1,58,175
/portugal/lissabon-og-alentejos-herligheder,portugal,trip,D empty (Afgange ikke tilgængelige),1,1,1,0,0,,3118,1,62,193
/italien/hjertet-af-italien-paa-elcykel,italien,trip,D empty (Afgange ikke tilgængelige),1,1,1,0,0,,2051,1,62,164
/skotland/sommer-i-skotland,skotland,trip,D empty (Afgange ikke tilgængelige),1,1,1,0,0,,3080,1,54,153
/sydafrika/sydafrika-cape-cabernet-og-safari,sydafrika,trip,A bookable online,1,1,1,2,1,22995,4481,1,63,189
/italien/siciliens-riviera,italien,trip,D empty (Afgange ikke tilgængelige),1,1,1,0,0,,2767,1,52,168
/baltikum/den-baltiske-odysse,baltikum,trip,D empty (Afgange ikke tilgængelige),1,1,1,0,0,,2443,1,58,147
/portugal/haverejse-til-nordportugal,portugal,trip,A bookable online,1,1,1,1,1,10995,2844,1,70,169
/bulgarien/bulgariens-skjulte-skatte,bulgarien,trip,D empty (Afgange ikke tilgængelige),1,1,1,0,0,,2505,1,70,153
/flodkrydstogter/douro-deluxe-flodkrydstogt-paa-dourofloden,flodkrydstogter,trip,D empty (Afgange ikke tilgængelige),1,1,1,0,0,,1749,1,60,168
/tjekkiet/magiske-prag-en-kulturrejse-i-europas-hjerte,tjekkiet,trip,D empty (Afgange ikke tilgængelige),1,1,1,0,0,,2070,1,51,157
/georgien/vandreferie-i-georgien-svaneti,georgien,trip,D empty (Afgange ikke tilgængelige),1,1,1,0,0,,2234,1,62,172
/italien/sommer-ved-gardasoeen,italien,trip,D empty (Afgange ikke tilgængelige),1,1,1,0,0,,2489,1,59,189
