path,kind,ldjson_blocks,top_level,nested,error
/sydafrika/sydafrika-for-livsnydere,trip,5,BreadcrumbList|FAQPage|Organization|Product|WebSite,AggregateOffer|Answer|BreadcrumbList|FAQPage|ListItem|Offer|Organization|Product|Question|SearchAction|WebSite,
/spanien/rundrejse-i-andalusien-med-tog,trip,4,BreadcrumbList|Organization|Product|WebSite,AggregateOffer|BreadcrumbList|ListItem|Offer|Organization|Product|SearchAction|WebSite,
/flodkrydstogter/flodkrydstogt-paa-donaufloden,trip,5,BreadcrumbList|FAQPage|Organization|Product|WebSite,AggregateOffer|Answer|BreadcrumbList|FAQPage|ListItem|Organization|Product|Question|SearchAction|WebSite,
/frankrig/flodkrydstogt-paa-rhinen-og-tur-med-gletsjerekspressen,trip,5,BreadcrumbList|FAQPage|Organization|Product|WebSite,AggregateOffer|Answer|BreadcrumbList|FAQPage|ListItem|Offer|Organization|Product|Question|SearchAction|WebSite,
/portugal/lissabon-a-la-carte,trip,4,BreadcrumbList|Organization|Product|WebSite,AggregateOffer|BreadcrumbList|ListItem|Offer|Organization|Product|SearchAction|WebSite,
/kina/vandreferie-paa-den-kinesiske-mur,trip,5,BreadcrumbList|FAQPage|Organization|Product|WebSite,AggregateOffer|Answer|BreadcrumbList|FAQPage|ListItem|Offer|Organization|Product|Question|SearchAction|WebSite,
/portugal/portugals-groenne-oerige-azorerne-og-madeira,trip,5,BreadcrumbList|FAQPage|Organization|Product|WebSite,AggregateOffer|Answer|BreadcrumbList|FAQPage|ListItem|Offer|Organization|Product|Question|SearchAction|WebSite,
/kina/kina-pagoder-pandaer-og-paladser,trip,5,BreadcrumbList|FAQPage|Organization|Product|WebSite,AggregateOffer|Answer|BreadcrumbList|FAQPage|ListItem|Offer|Organization|Product|Question|SearchAction|WebSite,
/kina/kina-og-tibet-ekspressen,trip,5,BreadcrumbList|FAQPage|Organization|Product|WebSite,AggregateOffer|Answer|BreadcrumbList|FAQPage|ListItem|Offer|Organization|Product|Question|SearchAction|WebSite,
/spanien/fra-bilbao-til-bordeaux-en-kulturel-rejse-gennem-baskerland-og-sydfrankrig,trip,4,BreadcrumbList|Organization|Product|WebSite,AggregateOffer|BreadcrumbList|ListItem|Offer|Organization|Product|SearchAction|WebSite,
/marokko/farverige-marokko-fra-tanger-til-marrakech,trip,5,BreadcrumbList|FAQPage|Organization|Product|WebSite,AggregateOffer|Answer|BreadcrumbList|FAQPage|ListItem|Offer|Organization|Product|Question|SearchAction|WebSite,
/skotland/haverejse-til-skotland,trip,5,BreadcrumbList|FAQPage|Organization|Product|WebSite,AggregateOffer|Answer|BreadcrumbList|FAQPage|ListItem|Offer|Organization|Product|Question|SearchAction|WebSite,
/sydafrika/sydafrika-et-eventyr-i-tre-akter,trip,5,BreadcrumbList|FAQPage|Organization|Product|WebSite,AggregateOffer|Answer|BreadcrumbList|FAQPage|ListItem|Offer|Organization|Product|Question|SearchAction|WebSite,
/portugal/lissabon-og-alentejos-herligheder,trip,4,BreadcrumbList|Organization|Product|WebSite,AggregateOffer|BreadcrumbList|ListItem|Offer|Organization|Product|SearchAction|WebSite,
/italien/hjertet-af-italien-paa-elcykel,trip,5,BreadcrumbList|FAQPage|Organization|Product|WebSite,AggregateOffer|Answer|BreadcrumbList|FAQPage|ListItem|Offer|Organization|Product|Question|SearchAction|WebSite,
/skotland/sommer-i-skotland,trip,5,BreadcrumbList|FAQPage|Organization|Product|WebSite,AggregateOffer|Answer|BreadcrumbList|FAQPage|ListItem|Organization|Product|Question|SearchAction|WebSite,
/sydafrika/sydafrika-cape-cabernet-og-safari,trip,5,BreadcrumbList|FAQPage|Organization|Product|WebSite,AggregateOffer|Answer|BreadcrumbList|FAQPage|ListItem|Offer|Organization|Product|Question|SearchAction|WebSite,
/italien/siciliens-riviera,trip,4,BreadcrumbList|Organization|Product|WebSite,AggregateOffer|BreadcrumbList|ListItem|Organization|Product|SearchAction|WebSite,
/baltikum/den-baltiske-odysse,trip,4,BreadcrumbList|Organization|Product|WebSite,AggregateOffer|BreadcrumbList|ListItem|Organization|Product|SearchAction|WebSite,
/portugal/haverejse-til-nordportugal,trip,5,BreadcrumbList|FAQPage|Organization|Product|WebSite,AggregateOffer|Answer|BreadcrumbList|FAQPage|ListItem|Offer|Organization|Product|Question|SearchAction|WebSite,
/bulgarien/bulgariens-skjulte-skatte,trip,4,BreadcrumbList|Organization|Product|WebSite,AggregateOffer|BreadcrumbList|ListItem|Offer|Organization|Product|SearchAction|WebSite,
/flodkrydstogter/douro-deluxe-flodkrydstogt-paa-dourofloden,trip,5,BreadcrumbList|FAQPage|Organization|Product|WebSite,AggregateOffer|Answer|BreadcrumbList|FAQPage|ListItem|Organization|Product|Question|SearchAction|WebSite,
/tjekkiet/magiske-prag-en-kulturrejse-i-europas-hjerte,trip,4,BreadcrumbList|Organization|Product|WebSite,AggregateOffer|BreadcrumbList|ListItem|Organization|Product|SearchAction|WebSite,
/georgien/vandreferie-i-georgien-svaneti,trip,4,BreadcrumbList|Organization|Product|WebSite,AggregateOffer|BreadcrumbList|ListItem|Organization|Product|SearchAction|WebSite,
/italien/sommer-ved-gardasoeen,trip,4,BreadcrumbList|Organization|Product|WebSite,AggregateOffer|BreadcrumbList|ListItem|Organization|Product|SearchAction|WebSite,
/spanien/solformoerkelse-i-spanien-valencia,trip,4,BreadcrumbList|Organization|Product|WebSite,AggregateOffer|BreadcrumbList|ListItem|Organization|Product|SearchAction|WebSite,
/balkan/betagende-syd-balkan,trip,4,BreadcrumbList|Organization|Product|WebSite,AggregateOffer|BreadcrumbList|ListItem|Organization|Product|SearchAction|WebSite,
/cypern/charmerende-cypern-kultur-og-livsnydelse,trip,4,BreadcrumbList|Organization|Product|WebSite,AggregateOffer|BreadcrumbList|ListItem|Organization|Product|SearchAction|WebSite,
/norge/haverejse-til-stavanger,trip,4,BreadcrumbList|Organization|Product|WebSite,AggregateOffer|BreadcrumbList|ListItem|Organization|Product|SearchAction|WebSite,
/portugal/essensen-af-madeira,trip,4,BreadcrumbList|Organization|Product|WebSite,AggregateOffer|BreadcrumbList|ListItem|Organization|Product|SearchAction|WebSite,
/jordan/vandreferie-i-jordan,trip,5,BreadcrumbList|FAQPage|Organization|Product|WebSite,AggregateOffer|Answer|BreadcrumbList|FAQPage|ListItem|Offer|Organization|Product|Question|SearchAction|WebSite,
/portugal/mageloese_madeira_med_blomsterfestivalen,trip,4,BreadcrumbList|Organization|Product|WebSite,AggregateOffer|BreadcrumbList|ListItem|Organization|Product|SearchAction|WebSite,
/italien/napoli-og-amalfikysten-storbyens-puls-og-kystens-hoejdepunkter,trip,4,BreadcrumbList|Organization|Product|WebSite,AggregateOffer|BreadcrumbList|ListItem|Organization|Product|SearchAction|WebSite,
/balkan/betagende-nord-balkan,trip,4,BreadcrumbList|Organization|Product|WebSite,AggregateOffer|BreadcrumbList|ListItem|Organization|Product|SearchAction|WebSite,
/graekenland/nordgraekenland-mellem-himmel-og-hav,trip,4,BreadcrumbList|Organization|Product|WebSite,AggregateOffer|BreadcrumbList|ListItem|Offer|Organization|Product|SearchAction|WebSite,
/portugal/vandreferie-paa-madeira,trip,5,BreadcrumbList|FAQPage|Organization|Product|WebSite,AggregateOffer|Answer|BreadcrumbList|FAQPage|ListItem|Offer|Organization|Product|Question|SearchAction|WebSite,
/portugal/vandreferie-paa-algarvekysten,trip,5,BreadcrumbList|FAQPage|Organization|Product|WebSite,AggregateOffer|Answer|BreadcrumbList|FAQPage|ListItem|Offer|Organization|Product|Question|SearchAction|WebSite,
/faeroeerne/fabelagtige-faeroerne,trip,5,BreadcrumbList|FAQPage|Organization|Product|WebSite,AggregateOffer|Answer|BreadcrumbList|FAQPage|ListItem|Offer|Organization|Product|Question|SearchAction|WebSite,
/italien/cilento-det-hemmelige-syditalienske-paradis,trip,4,BreadcrumbList|Organization|Product|WebSite,AggregateOffer|BreadcrumbList|ListItem|Offer|Organization|Product|SearchAction|WebSite,
/italien/vidunderlige-amalfi,trip,4,BreadcrumbList|Organization|Product|WebSite,AggregateOffer|BreadcrumbList|ListItem|Offer|Organization|Product|SearchAction|WebSite,
/italien/kulinariske-vandringer-paa-amalfikysten,trip,5,BreadcrumbList|FAQPage|Organization|Product|WebSite,AggregateOffer|Answer|BreadcrumbList|FAQPage|ListItem|Offer|Organization|Product|Question|SearchAction|WebSite,
/england/vandreferie-i-lake-district,trip,5,BreadcrumbList|FAQPage|Organization|Product|WebSite,AggregateOffer|Answer|BreadcrumbList|FAQPage|ListItem|Offer|Organization|Product|Question|SearchAction|WebSite,
/flodkrydstogter/flodkrydstogt-paa-douro-floden,trip,5,BreadcrumbList|FAQPage|Organization|Product|WebSite,AggregateOffer|Answer|BreadcrumbList|FAQPage|ListItem|Organization|Product|Question|SearchAction|WebSite,
/italien/et-syditaliensk-eventyr,trip,4,BreadcrumbList|Organization|Product|WebSite,AggregateOffer|BreadcrumbList|ListItem|Offer|Organization|Product|SearchAction|WebSite,
/italien/opera-verona,trip,4,BreadcrumbList|Organization|Product|WebSite,AggregateOffer|BreadcrumbList|ListItem|Offer|Organization|Product|SearchAction|WebSite,
/italien/vidunderlige-norditalien,trip,4,BreadcrumbList|Organization|Product|WebSite,AggregateOffer|BreadcrumbList|ListItem|Offer|Organization|Product|SearchAction|WebSite,
/schweiz/toppen-af-alperne-med-gletsjer-ekspressen,trip,4,BreadcrumbList|Organization|Product|WebSite,AggregateOffer|BreadcrumbList|ListItem|Offer|Organization|Product|SearchAction|WebSite,
/marokko/marokko-blandt-berbere-og-beduiner,trip,5,BreadcrumbList|FAQPage|Organization|Product|WebSite,AggregateOffer|Answer|BreadcrumbList|FAQPage|ListItem|Offer|Organization|Product|Question|SearchAction|WebSite,
/italien/vesuvs-arkaeologiske-skygge,trip,4,BreadcrumbList|Organization|Product|WebSite,AggregateOffer|BreadcrumbList|ListItem|Offer|Organization|Product|SearchAction|WebSite,
/italien/puccini-operarejse-til-toscana,trip,4,BreadcrumbList|Organization|Product|WebSite,AggregateOffer|BreadcrumbList|ListItem|Offer|Organization|Product|SearchAction|WebSite,
/italien/vidunderlige-toscana,trip,4,BreadcrumbList|Organization|Product|WebSite,AggregateOffer|BreadcrumbList|ListItem|Offer|Organization|Product|SearchAction|WebSite,
/italien/gardasoeens-herligheder,trip,4,BreadcrumbList|Organization|Product|WebSite,AggregateOffer|BreadcrumbList|ListItem|Offer|Organization|Product|SearchAction|WebSite,
/portugal/nytaarsrejse-til-madeira,trip,5,BreadcrumbList|FAQPage|Organization|Product|WebSite,AggregateOffer|Answer|BreadcrumbList|FAQPage|ListItem|Offer|Organization|Product|Question|SearchAction|WebSite,
/graekenland/unik-rundrejse-paa-peloponnes,trip,4,BreadcrumbList|Organization|Product|WebSite,AggregateOffer|BreadcrumbList|ListItem|Offer|Organization|Product|SearchAction|WebSite,
/oman/oman-det-fortryllende-oerkenland,trip,5,BreadcrumbList|FAQPage|Organization|Product|WebSite,AggregateOffer|Answer|BreadcrumbList|FAQPage|ListItem|Offer|Organization|Product|Question|SearchAction|WebSite,
/irland/fortryllende-irland,trip,5,BreadcrumbList|FAQPage|Organization|Product|WebSite,AggregateOffer|Answer|BreadcrumbList|FAQPage|ListItem|Offer|Organization|Product|Question|SearchAction|WebSite,
/cypern/cypern-afrodites-smukke-oe,trip,4,BreadcrumbList|Organization|Product|WebSite,AggregateOffer|BreadcrumbList|ListItem|Offer|Organization|Product|SearchAction|WebSite,
/italien/klassiske-sicilien,trip,4,BreadcrumbList|Organization|Product|WebSite,AggregateOffer|BreadcrumbList|ListItem|Offer|Organization|Product|SearchAction|WebSite,
/portugal/paa-opdagelse-i-portugal,trip,4,BreadcrumbList|Organization|Product|WebSite,AggregateOffer|BreadcrumbList|ListItem|Offer|Organization|Product|SearchAction|WebSite,
/portugal/porto-og-douro-dalens-herligheder,trip,4,BreadcrumbList|Organization|Product|WebSite,AggregateOffer|BreadcrumbList|ListItem|Offer|Organization|Product|SearchAction|WebSite,
/portugal/cascais-portugals-riviera,trip,4,BreadcrumbList|Organization|Product|WebSite,AggregateOffer|BreadcrumbList|ListItem|Offer|Organization|Product|SearchAction|WebSite,
/italien/vin-og-gastronomi-i-piemonte,trip,4,BreadcrumbList|Organization|Product|WebSite,AggregateOffer|BreadcrumbList|ListItem|Offer|Organization|Product|SearchAction|WebSite,
/skotland/vandreferie-i-skotland,trip,5,BreadcrumbList|FAQPage|Organization|Product|WebSite,AggregateOffer|Answer|BreadcrumbList|FAQPage|ListItem|Offer|Organization|Product|Question|SearchAction|WebSite,
/frankrig/sydfranske-eventyr-i-provence,trip,4,BreadcrumbList|Organization|Product|WebSite,AggregateOffer|BreadcrumbList|ListItem|Offer|Organization|Product|SearchAction|WebSite,
/flodkrydstogter/flodkrydstogt-paa-rhinen,trip,5,BreadcrumbList|FAQPage|Organization|Product|WebSite,AggregateOffer|Answer|BreadcrumbList|FAQPage|ListItem|Organization|Product|Question|SearchAction|WebSite,
/flodkrydstogter/flodkrydstogt-paa-seinen,trip,5,BreadcrumbList|FAQPage|Organization|Product|WebSite,AggregateOffer|Answer|BreadcrumbList|FAQPage|ListItem|Offer|Organization|Product|Question|SearchAction|WebSite,
/italien/nytaar-i-det-historiske-rom,trip,5,BreadcrumbList|FAQPage|Organization|Product|WebSite,AggregateOffer|Answer|BreadcrumbList|FAQPage|ListItem|Offer|Organization|Product|Question|SearchAction|WebSite,
/albanien/autentiske-albanien,trip,4,BreadcrumbList|Organization|Product|WebSite,AggregateOffer|BreadcrumbList|ListItem|Offer|Organization|Product|SearchAction|WebSite,
/portugal/mageloese-madeira,trip,5,BreadcrumbList|FAQPage|Organization|Product|WebSite,AggregateOffer|Answer|BreadcrumbList|FAQPage|ListItem|Offer|Organization|Product|Question|SearchAction|WebSite,
/spanien/andalusiens-herligheder,trip,4,BreadcrumbList|Organization|Product|WebSite,AggregateOffer|BreadcrumbList|ListItem|Offer|Organization|Product|SearchAction|WebSite,
/sri-lanka/klassiske-sri-lanka,trip,5,BreadcrumbList|FAQPage|Organization|Product|WebSite,AggregateOffer|Answer|BreadcrumbList|FAQPage|ListItem|Offer|Organization|Product|Question|SearchAction|WebSite,
/england/sydenglands-stolthed-og-charme-fra-stonehenge-og-shakespeare-til-downton-abbey,trip,5,BreadcrumbList|FAQPage|Organization|Product|WebSite,AggregateOffer|Answer|BreadcrumbList|FAQPage|ListItem|Organization|Product|Question|SearchAction|WebSite,
/jordan/jordan-et-magisk-kongerige,trip,5,BreadcrumbList|FAQPage|Organization|Product|WebSite,AggregateOffer|Answer|BreadcrumbList|FAQPage|ListItem|Offer|Organization|Product|Question|SearchAction|WebSite,
/spanien/det-gode-liv-langtidsferie-i-andalusien,trip,4,BreadcrumbList|Organization|Product|WebSite,AggregateOffer|BreadcrumbList|ListItem|Offer|Organization|Product|SearchAction|WebSite,
/skotland/sagnomspundne-skotland,trip,5,BreadcrumbList|FAQPage|Organization|Product|WebSite,AggregateOffer|Answer|BreadcrumbList|FAQPage|ListItem|Offer|Organization|Product|Question|SearchAction|WebSite,
/italien/vandreferie-ved-gardasoeen,trip,4,BreadcrumbList|Organization|Product|WebSite,AggregateOffer|BreadcrumbList|ListItem|Offer|Organization|Product|SearchAction|WebSite,
/marokko/magiske-marrakech-og-essaouira,trip,5,BreadcrumbList|FAQPage|Organization|Product|WebSite,AggregateOffer|Answer|BreadcrumbList|FAQPage|ListItem|Offer|Organization|Product|Question|SearchAction|WebSite,
/sydkorea/essensen-af-sydkorea,trip,5,BreadcrumbList|FAQPage|Organization|Product|WebSite,AggregateOffer|Answer|BreadcrumbList|FAQPage|ListItem|Offer|Organization|Product|Question|SearchAction|WebSite,
/graekenland/oe-hop-i-graekenland,trip,4,BreadcrumbList|Organization|Product|WebSite,AggregateOffer|BreadcrumbList|ListItem|Offer|Organization|Product|SearchAction|WebSite,
/england/haverejse-i-england-med-chelsea-flower-show,trip,5,BreadcrumbList|FAQPage|Organization|Product|WebSite,AggregateOffer|Answer|BreadcrumbList|FAQPage|ListItem|Offer|Organization|Product|Question|SearchAction|WebSite,
/portugal/vidunderlige-madeira,trip,4,BreadcrumbList|Organization|Product|WebSite,AggregateOffer|BreadcrumbList|ListItem|Organization|Product|SearchAction|WebSite,
/portugal/idylliske-tavira,trip,4,BreadcrumbList|Organization|Product|WebSite,AggregateOffer|BreadcrumbList|ListItem|Offer|Organization|Product|SearchAction|WebSite,
/portugal/vandreferie-i-portugal,trip,5,BreadcrumbList|FAQPage|Organization|Product|WebSite,AggregateOffer|Answer|BreadcrumbList|FAQPage|ListItem|Offer|Organization|Product|Question|SearchAction|WebSite,
/irland/vandreferie-i-irland,trip,5,BreadcrumbList|FAQPage|Organization|Product|WebSite,AggregateOffer|Answer|BreadcrumbList|FAQPage|ListItem|Organization|Product|Question|SearchAction|WebSite,
/indien/sydindiens-guddommelige-hjerte-kerala,trip,5,BreadcrumbList|FAQPage|Organization|Product|WebSite,AggregateOffer|Answer|BreadcrumbList|FAQPage|ListItem|Offer|Organization|Product|Question|SearchAction|WebSite,
/flodkrydstogter/flodkrydstogt-fra-alsace-til-toppen-af-de-schweiziske-alper,trip,4,BreadcrumbList|Organization|Product|WebSite,AggregateOffer|BreadcrumbList|ListItem|Organization|Product|SearchAction|WebSite,
/italien/sommer-paa-amalfikysten,trip,4,BreadcrumbList|Organization|Product|WebSite,AggregateOffer|BreadcrumbList|ListItem|Organization|Product|SearchAction|WebSite,
/spanien/tenerife-det-evige-foraars-oe,trip,4,BreadcrumbList|Organization|Product|WebSite,AggregateOffer|BreadcrumbList|ListItem|Organization|Product|SearchAction|WebSite,
/kroatien/kroatiens-smukke-kyst,trip,4,BreadcrumbList|Organization|Product|WebSite,AggregateOffer|BreadcrumbList|ListItem|Organization|Product|SearchAction|WebSite,
/italien/vandreferie-i-cinque-terre,trip,4,BreadcrumbList|Organization|Product|WebSite,AggregateOffer|BreadcrumbList|ListItem|Offer|Organization|Product|SearchAction|WebSite,
/portugal/praegtige-portugal,trip,4,BreadcrumbList|Organization|Product|WebSite,AggregateOffer|BreadcrumbList|ListItem|Organization|Product|SearchAction|WebSite,
/polen/kulturel-kvalitetstid-i-krakow,trip,4,BreadcrumbList|Organization|Product|WebSite,AggregateOffer|BreadcrumbList|ListItem|Organization|Product|SearchAction|WebSite,
/portugal/nytaar-paa-algarvekysten,trip,4,BreadcrumbList|Organization|Product|WebSite,AggregateOffer|BreadcrumbList|ListItem|Organization|Product|SearchAction|WebSite,
/spanien/andalusien-til-saerpris,trip,4,BreadcrumbList|Organization|Product|WebSite,AggregateOffer|BreadcrumbList|ListItem|Organization|Product|SearchAction|WebSite,
/spanien/vandreferie-paa-caminoen,trip,4,BreadcrumbList|Organization|Product|WebSite,AggregateOffer|BreadcrumbList|ListItem|Offer|Organization|Product|SearchAction|WebSite,
/spanien/maleriske-mallorca,trip,4,BreadcrumbList|Organization|Product|WebSite,AggregateOffer|BreadcrumbList|ListItem|Organization|Product|SearchAction|WebSite,
/irland/musikfestival-i-dublin,trip,5,BreadcrumbList|FAQPage|Organization|Product|WebSite,AggregateOffer|Answer|BreadcrumbList|FAQPage|ListItem|Offer|Organization|Product|Question|SearchAction|WebSite,
/portugal/azorerne-den-groenne-oe-sao-miguel,trip,4,BreadcrumbList|Organization|Product|WebSite,AggregateOffer|BreadcrumbList|ListItem|Organization|Product|SearchAction|WebSite,
/slovenien/ljubljana-og-de-slovenske-perler,trip,4,BreadcrumbList|Organization|Product|WebSite,AggregateOffer|BreadcrumbList|ListItem|Organization|Product|SearchAction|WebSite,
/italien/charmerende-cinque-terre,trip,4,BreadcrumbList|Organization|Product|WebSite,AggregateOffer|BreadcrumbList|ListItem|Offer|Organization|Product|SearchAction|WebSite,
/spanien/madrid-spaniens-hjerte,trip,4,BreadcrumbList|Organization|Product|WebSite,AggregateOffer|BreadcrumbList|ListItem|Offer|Organization|Product|SearchAction|WebSite,
/italien/rom-den-evige-stad,trip,4,BreadcrumbList|Organization|Product|WebSite,AggregateOffer|BreadcrumbList|ListItem|Offer|Organization|Product|SearchAction|WebSite,
/graekenland/vandreferie-i-graekenland,trip,5,BreadcrumbList|FAQPage|Organization|Product|WebSite,AggregateOffer|Answer|BreadcrumbList|FAQPage|ListItem|Offer|Organization|Product|Question|SearchAction|WebSite,
/italien/andrea-bocelli-i-toscana,trip,4,BreadcrumbList|Organization|Product|WebSite,AggregateOffer|BreadcrumbList|ListItem|Organization|Product|SearchAction|WebSite,
/graekenland/smagen-af-kreta,trip,4,BreadcrumbList|Organization|Product|WebSite,AggregateOffer|BreadcrumbList|ListItem|Offer|Organization|Product|SearchAction|WebSite,
/tyrkiet/maegtige-istanbul,trip,4,BreadcrumbList|Organization|Product|WebSite,AggregateOffer|BreadcrumbList|ListItem|Offer|Organization|Product|SearchAction|WebSite,
/indien/rajasthan-indiens-juvel,trip,5,BreadcrumbList|FAQPage|Organization|Product|WebSite,AggregateOffer|Answer|BreadcrumbList|FAQPage|ListItem|Offer|Organization|Product|Question|SearchAction|WebSite,
/spanien/fra-bilbao-til-toulouse,trip,4,BreadcrumbList|Organization|Product|WebSite,AggregateOffer|BreadcrumbList|ListItem|Organization|Product|SearchAction|WebSite,
/jul-og-nytaar/nytaars-rejser,editorial-thin,5,BreadcrumbList|Collection|ItemList|Organization|WebSite,BreadcrumbList|Collection|ItemList|ListItem|Organization|Product|SearchAction|TouristDestination|WebSite,
/marokko/rabat,editorial-city,5,BreadcrumbList|Collection|ItemList|Organization|WebSite,BreadcrumbList|Collection|ItemList|ListItem|Organization|Product|SearchAction|TouristDestination|WebSite,
/naturrejser/solfoermoerkelsesrejser,editorial-thin,5,BreadcrumbList|Collection|ItemList|Organization|WebSite,BreadcrumbList|Collection|ItemList|ListItem|Organization|Product|SearchAction|TouristDestination|WebSite,
