url,path,country,booking_links,empty_departures_rendered,empty_label_present,btn_inquiry_rendered,btn_waitlist_rendered,has_price,price_min,word_count,has_product_schema
https://smilrejser.dk/albanien/autentiske-albanien,/albanien/autentiske-albanien,albanien,1,0,1,1,0,1,12295,2570,1
https://smilrejser.dk/portugal/mageloese-madeira,/portugal/mageloese-madeira,portugal,34,0,1,1,1,1,10995,6771,1
https://smilrejser.dk/spanien/andalusiens-herligheder,/spanien/andalusiens-herligheder,spanien,2,0,1,0,0,1,7495,2368,1
https://smilrejser.dk/sri-lanka/klassiske-sri-lanka,/sri-lanka/klassiske-sri-lanka,sri-lanka,1,0,1,0,0,1,26995,5452,1
https://smilrejser.dk/england/sydenglands-stolthed-og-charme-fra-stonehenge-og-shakespeare-til-downton-abbey,/england/sydenglands-stolthed-og-charme-fra-stonehenge-og-shakespeare-til-downton-abbey,england,0,1,1,0,0,0,,3050,1
https://smilrejser.dk/jordan/jordan-et-magisk-kongerige,/jordan/jordan-et-magisk-kongerige,jordan,0,1,1,0,0,0,,3172,1
https://smilrejser.dk/spanien/det-gode-liv-langtidsferie-i-andalusien,/spanien/det-gode-liv-langtidsferie-i-andalusien,spanien,2,0,1,0,0,1,15490,1854,1
https://smilrejser.dk/skotland/sagnomspundne-skotland,/skotland/sagnomspundne-skotland,skotland,4,0,1,1,0,1,14995,3878,1
https://smilrejser.dk/italien/vandreferie-ved-gardasoeen,/italien/vandreferie-ved-gardasoeen,italien,0,1,1,0,0,0,,2202,1
https://smilrejser.dk/marokko/magiske-marrakech-og-essaouira,/marokko/magiske-marrakech-og-essaouira,marokko,4,0,1,0,0,1,11995,3775,1
https://smilrejser.dk/sydkorea/essensen-af-sydkorea,/sydkorea/essensen-af-sydkorea,sydkorea,4,0,1,1,0,1,24995,4066,1
https://smilrejser.dk/graekenland/oe-hop-i-graekenland,/graekenland/oe-hop-i-graekenland,graekenland,1,0,1,1,0,1,13795,3194,1
https://smilrejser.dk/england/haverejse-i-england-med-chelsea-flower-show,/england/haverejse-i-england-med-chelsea-flower-show,england,1,0,1,0,0,1,13995,2851,1
https://smilrejser.dk/portugal/vidunderlige-madeira,/portugal/vidunderlige-madeira,portugal,0,1,1,0,0,0,,2282,1
https://smilrejser.dk/portugal/idylliske-tavira,/portugal/idylliske-tavira,portugal,0,1,1,0,0,0,,1886,1
https://smilrejser.dk/portugal/vandreferie-i-portugal,/portugal/vandreferie-i-portugal,portugal,0,1,1,0,0,0,,3147,1
https://smilrejser.dk/irland/vandreferie-i-irland,/irland/vandreferie-i-irland,irland,0,1,1,0,0,0,,3060,1
https://smilrejser.dk/indien/sydindiens-guddommelige-hjerte-kerala,/indien/sydindiens-guddommelige-hjerte-kerala,indien,2,0,1,0,0,1,19995,4591,1
https://smilrejser.dk/flodkrydstogter/flodkrydstogt-fra-alsace-til-toppen-af-de-schweiziske-alper,/flodkrydstogter/flodkrydstogt-fra-alsace-til-toppen-af-de-schweiziske-alper,flodkrydstogter,0,1,1,0,0,0,,1359,1
https://smilrejser.dk/italien/sommer-paa-amalfikysten,/italien/sommer-paa-amalfikysten,italien,0,1,1,0,0,0,,2296,1
https://smilrejser.dk/spanien/tenerife-det-evige-foraars-oe,/spanien/tenerife-det-evige-foraars-oe,spanien,0,1,1,0,0,1,10995,1760,1
https://smilrejser.dk/kroatien/kroatiens-smukke-kyst,/kroatien/kroatiens-smukke-kyst,kroatien,0,1,1,0,0,0,,1739,1
https://smilrejser.dk/italien/vandreferie-i-cinque-terre,/italien/vandreferie-i-cinque-terre,italien,0,1,1,0,0,1,12995,2312,1
https://smilrejser.dk/portugal/praegtige-portugal,/portugal/praegtige-portugal,portugal,0,1,1,0,0,0,,2588,1
https://smilrejser.dk/polen/kulturel-kvalitetstid-i-krakow,/polen/kulturel-kvalitetstid-i-krakow,polen,0,1,1,0,0,0,,1922,1
https://smilrejser.dk/portugal/nytaar-paa-algarvekysten,/portugal/nytaar-paa-algarvekysten,portugal,0,1,1,0,0,0,,2255,1
https://smilrejser.dk/spanien/andalusien-til-saerpris,/spanien/andalusien-til-saerpris,spanien,0,1,1,0,0,0,,1894,1
https://smilrejser.dk/spanien/vandreferie-paa-caminoen,/spanien/vandreferie-paa-caminoen,spanien,0,1,1,0,0,0,,2115,1
https://smilrejser.dk/spanien/maleriske-mallorca,/spanien/maleriske-mallorca,spanien,0,1,1,0,0,0,,1735,1
https://smilrejser.dk/irland/musikfestival-i-dublin,/irland/musikfestival-i-dublin,irland,1,0,1,0,0,1,9395,1941,1
https://smilrejser.dk/portugal/azorerne-den-groenne-oe-sao-miguel,/portugal/azorerne-den-groenne-oe-sao-miguel,portugal,0,1,1,0,0,1,14995,1984,1
https://smilrejser.dk/slovenien/ljubljana-og-de-slovenske-perler,/slovenien/ljubljana-og-de-slovenske-perler,slovenien,0,1,1,0,0,0,,1809,1
https://smilrejser.dk/italien/charmerende-cinque-terre,/italien/charmerende-cinque-terre,italien,2,0,1,0,1,1,12495,2414,1
https://smilrejser.dk/spanien/madrid-spaniens-hjerte,/spanien/madrid-spaniens-hjerte,spanien,4,0,1,0,0,1,8495,1980,1
https://smilrejser.dk/italien/rom-den-evige-stad,/italien/rom-den-evige-stad,italien,3,0,1,0,0,1,12995,3439,1
https://smilrejser.dk/graekenland/vandreferie-i-graekenland,/graekenland/vandreferie-i-graekenland,graekenland,0,1,1,0,0,0,,2959,1
https://smilrejser.dk/italien/andrea-bocelli-i-toscana,/italien/andrea-bocelli-i-toscana,italien,0,1,1,0,0,1,11995,1663,1
https://smilrejser.dk/graekenland/smagen-af-kreta,/graekenland/smagen-af-kreta,graekenland,0,1,1,0,0,1,11995,1754,1
https://smilrejser.dk/tyrkiet/maegtige-istanbul,/tyrkiet/maegtige-istanbul,tyrkiet,0,1,1,0,0,0,,1532,1
https://smilrejser.dk/indien/rajasthan-indiens-juvel,/indien/rajasthan-indiens-juvel,indien,2,0,1,0,0,1,19995,5455,1
https://smilrejser.dk/spanien/fra-bilbao-til-toulouse,/spanien/fra-bilbao-til-toulouse,spanien,0,1,1,0,0,0,,2244,1
https://smilrejser.dk/jul-og-nytaar/nytaars-rejser,/jul-og-nytaar/nytaars-rejser,jul-og-nytaar,0,0,0,1,0,1,9995,352,1
https://smilrejser.dk/marokko/rabat,/marokko/rabat,marokko,0,0,0,1,0,0,,2052,1
https://smilrejser.dk/naturrejser/solfoermoerkelsesrejser,/naturrejser/solfoermoerkelsesrejser,naturrejser,0,0,0,1,0,0,,367,1
https://smilrejser.dk/polen/krakow,/polen/krakow,polen,0,0,0,1,0,0,,2025,1
https://smilrejser.dk/spanien/madrid,/spanien/madrid,spanien,0,0,0,0,0,1,8495,1976,1
https://smilrejser.dk/naturrejser/haverejser,/naturrejser/haverejser,naturrejser,0,0,0,1,0,1,10995,733,1
https://smilrejser.dk/musik-og-underholdning/koncert-rejser,/musik-og-underholdning/koncert-rejser,musik-og-underholdning,0,0,0,1,0,1,9395,222,1
https://smilrejser.dk/portugal/algarve,/portugal/algarve,portugal,0,0,0,1,0,1,13995,2233,1
https://smilrejser.dk/portugal/tavira,/portugal/tavira,portugal,0,0,0,1,0,1,13995,2228,1
https://smilrejser.dk/marokko/marrakech,/marokko/marrakech,marokko,0,0,0,1,0,1,11995,2000,1
https://smilrejser.dk/marokko/tanger,/marokko/tanger,marokko,0,0,0,1,0,0,,1920,1
https://smilrejser.dk/oestrig/salzburg,/oestrig/salzburg,oestrig,0,0,0,1,0,0,,2095,1
https://smilrejser.dk/portugal/porto,/portugal/porto,portugal,0,0,0,1,0,1,10995,2630,1
https://smilrejser.dk/spanien/granada,/spanien/granada,spanien,0,0,0,1,0,1,7495,2209,1
https://smilrejser.dk/portugal/azorerne,/portugal/azorerne,portugal,0,0,0,1,0,1,14995,2293,1
https://smilrejser.dk/oestrig/wien,/oestrig/wien,oestrig,0,0,0,1,0,0,,1962,1
https://smilrejser.dk/italien/milano,/italien/milano,italien,0,0,0,0,0,0,,1763,0
https://smilrejser.dk/tjekkiet/prag,/tjekkiet/prag,tjekkiet,0,0,0,1,0,0,,1666,1
https://smilrejser.dk/oestrig/tyrol,/oestrig/tyrol,oestrig,0,0,0,1,0,0,,1904,1
https://smilrejser.dk/kina/beijing,/kina/beijing,kina,0,0,0,0,0,1,17495,1675,1
https://smilrejser.dk/serbien/beograd,/serbien/beograd,serbien,0,0,0,1,0,0,,1769,1
https://smilrejser.dk/portugal/cascais,/portugal/cascais,portugal,0,0,0,0,0,1,7695,2204,1
https://smilrejser.dk/skotland/edinburgh,/skotland/edinburgh,skotland,0,0,0,1,0,1,14995,2400,1
https://smilrejser.dk/oestrig/innsbruck,/oestrig/innsbruck,oestrig,0,0,0,1,0,0,,2011,1
https://smilrejser.dk/spanien/bilbao,/spanien/bilbao,spanien,0,0,0,1,0,1,15995,1985,1
https://smilrejser.dk/england/chester,/england/chester,england,0,0,0,0,0,0,,1562,0
https://smilrejser.dk/england/liverpool,/england/liverpool,england,0,0,0,0,0,0,,1891,0
https://smilrejser.dk/portugal/lissabon,/portugal/lissabon,portugal,0,0,0,1,0,1,7695,2511,1
https://smilrejser.dk/spanien/andalusien,/spanien/andalusien,spanien,0,0,0,1,0,1,7495,2376,1
https://smilrejser.dk/spanien/caminoen,/spanien/caminoen,spanien,0,0,0,1,0,0,,1861,1
https://smilrejser.dk/spanien/barcelona,/spanien/barcelona,spanien,0,0,0,0,0,0,,2312,0
https://smilrejser.dk/spanien/granada/alhambra,/spanien/granada/alhambra,spanien,0,0,0,0,0,1,7495,377,1
